Date,Instrument,First Trade Date,ClosePrice,OpenPrice,Volume,BidPrice,AskPrice,DividendYield,BookValuePerShare,Beta,MarketCap,CommonSharesOutstanding,MonthlyReturn,EconomicSector,EarningsPerShare,RIC,Momentum_3M,Momentum_6M,Momentum_12M,Volatility_3M,Volatility_6M,Volatility_12M,BidAskSpread,TurnoverRatio,BrentOil,USDNOK,EURNOK,US10Y,USCPI,USGDPGrowth,OSEBXReturns,NorgesBank10Y,NorwegianCPI
2020-03-31,YAR.OL,2004-03-25,313.819607,312.961916,1301812.0,312.390122,313.819607,4.55511691466748,32.425179816,0.887409757156951,89702188364.0999,271040624.0,-3.43108504454613,Basic Materials,3.15853,YAR.OL,-0.098302300109529,-0.1595201633486472,-0.0666099773242629,5.499037292833591,5.68444340677368,6.586154563575509,0.0045551169146674,0.004803014326,50.52000045776367,10.532620429992676,11.63109016418457,0.7,258.076,-5.5,-0.1483029453840261,0.998,110.8
2020-04-30,YAR.OL,2004-03-25,332.879407,335.45248,749410.0,332.784108,333.070005,4.29430289149728,32.425179816,0.917747657565536,95150241104.1,271040624.0,7.67570899942931,Basic Materials,3.16139,YAR.OL,0.0414430530709601,-0.0240290583962,-0.1022873297352864,5.567315250918055,6.247929205567528,6.241445279321006,0.0008588605782993,0.0027649360783644,25.270000457763672,10.305100440979004,11.203729629516602,0.64,256.032,-28.1,0.0961350529596263,0.749,111.5
2020-05-31,YAR.OL,2004-03-25,316.964474,323.540105,0.0,316.773876,316.964474,4.50992182802165,32.425179816,0.874701991812327,90601117066.2,271040624.0,-0.544012975209363,Basic Materials,3.13659,YAR.OL,-0.0246334310850439,-0.0428776978417265,-0.1151902101622772,5.762810200026702,5.820721434788748,6.2292665223477774,0.0006013229104029,0.0,35.33000183105469,9.626020431518556,10.773900032043455,0.65,255.802,-28.1,0.0279444654165605,0.505,111.7
2020-06-30,YAR.OL,2004-03-25,318.203361,321.15763,740666.0,318.108062,318.203361,4.49236298292902,32.425179816,1.04133787718202,90955240494.3,271040624.0,0.390859891448048,Basic Materials,3.09554,YAR.OL,0.01396902520498,-0.0857064622124863,-0.1930884485258579,4.500126723090245,5.391031707182822,5.037145082380764,0.0002994908655284,0.0027326752317394,41.150001525878906,9.665650367736816,10.872010231018066,0.66,257.042,-28.1,-0.0019454156031585,0.677,112.0
2020-07-31,YAR.OL,2004-03-25,362.422097,357.466549,709323.0,362.326798,362.422097,3.94425453589272,32.425179816,0.935759523255273,101970689731.1,271040624.0,13.8963761587463,Basic Materials,3.18547,YAR.OL,0.0887489264242771,0.1338700059630293,-0.0871339414306288,8.080818804048006,6.325495345348264,6.676909942994389,0.0002629503023928,0.0026170357400003,43.29999923706055,9.04990005493164,10.74489974975586,0.55,258.352,35.2,0.0389955118182032,0.64,113.0
2020-08-31,YAR.OL,2004-03-25,348.79434,350.795619,703148.0,348.79434,348.984938,4.0983606557377,32.425179816,0.891165287616231,98136398741.9998,271040624.0,-3.76018932332566,Basic Materials,3.20832,YAR.OL,0.1004209260372819,0.0733137829912022,-0.0741209208196307,9.232050005753743,6.994971931165543,6.596522049255125,0.0005464480874317,0.0025942531773392,45.27999877929688,8.771200180053711,10.45713996887207,0.72,259.316,35.2,0.0399767983221037,0.714,112.6
2020-09-30,YAR.OL,2004-03-25,342.599905,339.073842,547588.0,342.504606,342.599905,4.17246175243394,32.425179816,0.8745469985751,96393539201.4994,271040624.0,-2.23007887078536,Basic Materials,3.13784,YAR.OL,0.0766696615753219,0.0917096872153051,-0.082440020418581,9.782280702364991,6.810474744438571,6.623527385098569,0.0002781641168287,0.0020203170724695,40.95000076293945,9.405960083007812,11.044289588928224,0.69,259.997,35.2,-0.0036892010266146,0.681,113.0
2020-10-31,YAR.OL,2004-03-25,316.869175,316.39268,0.0,316.487979,316.869175,9.92481203007519,32.425179816,0.840527714086618,89153968802.4999,271040624.0,-7.51043115391368,Basic Materials,3.13618,YAR.OL,-0.1256902445437813,-0.0480961923847695,-0.0709695445655211,2.71685087367721,7.335762272490494,6.4973226459188265,0.0012030075187969,0.0,37.459999084472656,9.522879600524902,11.117210388183594,0.88,260.319,4.4,-0.0516768679481418,0.701,113.3
2020-11-30,YAR.OL,2004-03-25,359.8,362.0,961430.0,359.8,360.2,4.16898276820456,32.425179816,0.858865684302945,96473978872.5992,271040624.0,13.5484384052849,Basic Materials,3.12718,YAR.OL,0.0315534363315643,0.1351429876649206,0.0864706696326693,10.95688303287426,9.1443150802548,7.369420164975978,0.0011117287381878,0.0035471804403756,37.459999084472656,8.820329666137695,10.54990005493164,0.84,260.911,4.4,0.1460122468771967,0.823,112.4
2020-12-31,YAR.OL,2004-03-25,356.0,357.0,0.0,356.0,356.7,4.21348314606742,32.425179816,0.837213835524868,95455076371.9993,271040624.0,-1.05614230178134,Basic Materials,3.09493,YAR.OL,0.0391129559711933,0.1187813946440372,0.0228945993199451,10.78909641974489,9.226271555986228,7.30894886445297,0.0019662921348314,0.0,51.79999923706055,8.530500411987305,10.489720344543455,0.93,262.045,4.4,0.0468405242624565,0.942,113.0
